"31;""E2A"";""AN3"";""ANG"";""A17"";2;8;;"
"31;""E2A"";""AN3"";""ANG"";""A17"";3;5;;"
"35;""E2A"";""FQ6"";""EXP"";""A17"";2;7;;"
"35;""E2A"";""FQ6"";""EXP"";""A17"";5;5;;"
"35;""E2A"";""FQ6"";""EXPB"";""A17"";2;7;;"
"35;""E2A"";""FQ6"";""EXPB"";""A17"";5;5;;"
"39;""E2A"";""CA4"";""R1"";""A17"";1;2;;"
"39;""E2A"";""CA4"";""R1"";""A17"";2;3;;"
"39;""E2A"";""CA4"";""R1"";""A17"";4;4;;"
"39;""E2B"";""ES7"";""R1"";""A18"";1;2;;"
"39;""E2B"";""ES7"";""R1"";""A18"";2;3;;"
"39;""E2B"";""ES7"";""R1"";""A18"";4;4;;"
"39;""2AB"";""PE1"";""R1"";""SFI"";1;2;;"
"39;""2AB"";""PE1"";""R1"";""SFI"";2;3;;"
"39;""2AB"";""PE1"";""R1"";""SFI"";4;4;;"
"39;""2AB"";""MA5"";""R1"";""A08"";1;2;;"
"39;""2AB"";""MA5"";""R1"";""A16"";2;3;;"
"39;""2AB"";""MA5"";""R1"";""A15"";4;4;;"
"40;""E2A"";""HI6"";""R2"";""A17"";1;5;;"
"40;""E2A"";""HI6"";""R2"";""A17"";3;4;;"
"40;""E2A"";""HI6"";""R2"";""A17"";4;1;;"
"40;""E2B"";""CA4"";""R2"";""A18"";1;5;;"
"40;""E2B"";""CA4"";""R2"";""A18"";3;4;;"
"40;""E2B"";""CA4"";""R2"";""A18"";4;1;;"
"40;""2AB"";""PS1"";""R2"";""A03"";1;5;;"
"40;""2AB"";""PS1"";""R2"";""A02"";3;4;;"
"40;""2AB"";""PS1"";""R2"";""A02"";4;1;;"
"40;""2AB"";""PE1"";""R2"";""SFI"";1;5;;"
"40;""2AB"";""PE1"";""R2"";""SFI"";3;4;;"
"40;""2AB"";""PE1"";""R2"";""SFI"";4;1;;"
"41;""E2A"";""MA5"";""R3"";""A17"";1;1;;"
"41;""E2A"";""MA5"";""R3"";""A17"";2;2;;"
"41;""E2A"";""MA5"";""R3"";""A17"";5;1;;"
"41;""E2B"";""HI6"";""R3"";""A18"";1;1;;"
"41;""E2B"";""HI6"";""R3"";""A18"";2;2;;"
"41;""E2B"";""HI6"";""R3"";""A18"";5;1;;"
"41;""2AB"";""CA12"";""R3"";""A15"";1;1;;"
"41;""2AB"";""CA12"";""R3"";""A15"";2;2;;"
"41;""2AB"";""CA12"";""R3"";""A16"";5;1;;"
"41;""2AB"";""PE1"";""R3"";""SFI"";1;1;;"
"41;""2AB"";""PE1"";""R3"";""SFI"";2;2;;"
"41;""2AB"";""PE1"";""R3"";""SFI"";5;1;;"
"45;""E2B"";""EF3"";""EDF"";""PIS2"";1;4;;"
"45;""E2B"";""EF3"";""EDF"";""PIS2"";3;5;;"
"49;;""D2B"";;""AING"";2;8;;"
"49;""E2B"";""FQ6"";""EXP"";""LFI"";2;8;;"
"49;""E2B"";""TE9"";""TEC"";""ATE1"";2;8;;"
"50;;""D2B"";;""AING"";4;2;;"
"50;""E2B"";""FQ6"";""EXPB"";""LFI"";4;2;;"
"50;""E2B"";""TE9"";""TECB"";""ATE1"";4;2;;"
"54;""E2C"";""AN4"";""ANG"";""A15"";2;8;;"
"54;""E2C"";""AN4"";""ANG"";""A15"";4;5;;"
"59;""E2C"";""FQ6"";""EXP"";""LFI"";4;4;;"
"59;;""D2C"";;""AINM"";4;4;;"
"59;""E2C"";""TE9"";""TEC"";""ATE1"";4;4;;"
"60;""E2C"";""FQ6"";""EXPB"";""LFI"";4;3;;"
"60;;""D2C"";;""AING"";4;3;;"
"60;""E2C"";""TE9"";""TECB"";""ATE1"";4;3;;"
"632;""E2D"";""MA5"";""tut1rcicle"";""A16"";5;4;;"
"632;""E2D"";""MU1"";""tut1rcicle"";""A16"";5;4;;"
"62;""E2C"";""CA12"";""R1"";""A15"";1;5;;"
"62;""E2C"";""CA12"";""R1"";""A15"";3;1;;"
"62;""E2C"";""CA12"";""R1"";""A15"";5;3;;"
"62;""E2D"";""ES8"";""R1"";""A16"";1;5;;"
"62;""E2D"";""ES8"";""R1"";""A16"";3;1;;"
"62;""E2D"";""ES8"";""R1"";""A16"";5;3;;"
"62;""2CD"";""MA5"";""R1"";""A05"";1;5;;"
"62;""2CD"";""MA5"";""R1"";""A17"";3;1;;"
"62;""2CD"";""MA5"";""R1"";""A17"";5;3;;"
"63;""E2C"";""MA5"";""R2"";""A15"";3;3;;"
"63;""E2C"";""MA5"";""R2"";""A15"";4;1;;"
"63;""E2C"";""MA5"";""R2"";""A15"";5;5;;"
"63;""E2D"";""CA12"";""R2"";""A16"";3;3;;"
"63;""E2D"";""CA12"";""R2"";""A16"";4;1;;"
"63;""E2D"";""CA12"";""R2"";""A16"";5;5;;"
"63;""2CD"";""ES8"";""R2"";""A04"";3;3;;"
"63;""2CD"";""ES8"";""R2"";""A04"";4;1;;"
"63;""2CD"";""ES8"";""R2"";""A18"";5;5;;"
"64;""E2C"";""ES8"";""R3"";""A15"";1;4;;"
"64;""E2C"";""ES8"";""R3"";""A15"";3;4;;"
"64;""E2C"";""ES8"";""R3"";""A15"";4;2;;"
"64;""E2D"";""MA5"";""R3"";""A16"";1;4;;"
"64;""E2D"";""MA5"";""R3"";""A16"";3;4;;"
"64;""E2D"";""MA5"";""R3"";""A16"";4;2;;"
"64;""2CD"";""CA12"";""R3"";""A18"";1;4;;"
"64;""2CD"";""CA12"";""R3"";""A04"";3;4;;"
"64;""2CD"";""CA12"";""R3"";""A18"";4;2;;"
"66;""E2D"";""HI6"";""SOC"";""A16"";1;2;;"
"66;""E2D"";""HI6"";""SOC"";""A16"";2;8;;"
"66;""E2D"";""HI6"";""SOC"";""A16"";4;4;;"
"67;""E2D"";""EF3"";""EDF"";""PIS2"";2;3;;"
"67;""E2D"";""EF3"";""EDF"";""PIS2"";4;3;;"
"71;""E2D"";""FQ6"";""EXP"";""LFI"";5;2;;"
"71;;""D2D"";;""AING"";5;2;;"
"71;""E2D"";""TE9"";""TEC"";""ATE1"";5;2;;"
"72;;""D2D"";;""AING"";4;5;;"
"72;""E2D"";""FQ6"";""EXPB"";""LFI"";4;5;;"
"72;""E2D"";""TE9"";""TECB"";""ATE1"";4;5;;"
"87;""E3D"";""FI5"";""CIU"";""A24"";2;7;;"
"74;""E3A"";""HI8"";""tut3r"";""A21"";2;3;;"
"74;""E3B"";""TE1"";""tut3r"";""A22"";2;3;;"
"74;""E3A"";""AN2"";""tut3r"";""A21"";2;3;;"
"75;""E3A"";""HI8"";""SOC"";""A21"";2;8;;"
"75;""E3A"";""HI8"";""SOC"";""A21"";3;3;;"
"75;""E3A"";""HI8"";""SOC"";""A21"";5;4;;"
"76;""E3A"";""EF3"";""EDF"";""GIM"";2;5;;"
"76;""E3A"";""EF3"";""EDF"";""GIM"";4;1;;"
"78;""E3A"";""TE1"";""TEC"";""A21"";5;1;;"
"79;""E3A"";""TE1"";""TEC"";""ATE2"";1;2;;"
"79;""E3A"";""TE1"";""TEC"";""ATE2"";2;2;;"
"79;""E3B"";""FQ3"";""EXP"";""A22"";1;2;;"
"79;""E3B"";""FQ3"";""EXP"";""A22"";2;2;;"
"79;""E3A"";""CN8"";""EXP"";""LBI"";1;2;;"
"79;""E3A"";""CN8"";""EXP"";""LBI"";2;2;;"
"79;""E3A"";""D3AB"";""EXP"";""LQ"";1;2;;"
"79;""E3A"";""D3AB"";""EXP"";""LFI"";2;2;;"
"79;""E3A"";""D3inA"";;""AINP"";1;2;;"
"79;""E3A"";""D3inA"";;""AING"";2;2;;"
"86;""E3B"";""EC1"";""CV1"";""A22"";1;5;;"
"86;""E3B"";""EC1"";""CV1"";""A22"";3;4;;"
"86;""E3C"";""FR3"";""CV1"";""AFR"";1;5;;"
"86;""E3C"";""FR3"";""CV1"";""AFR"";3;4;;"
"86;""E3D"";""CA6"";""CV1"";""A24"";1;5;;"
"86;""E3D"";""CA6"";""CV1"";""A24"";3;4;;"
"86;""E3C"";""MA7"";""CV1"";""A23"";1;5;;"
"86;""E3C"";""MA7"";""CV1"";""A23"";3;4;;"
"86;""E3A"";""HI5"";""CV1"";""A21"";1;5;;"
"86;""E3A"";""HI5"";""CV1"";""A21"";3;4;;"
"86;""E3A"";""HI8"";""CV1"";""A21"";1;5;;"
"86;""E3A"";""HI8"";""CV1"";""A21"";3;4;;"
"86;""E3D"";""TE9"";""CV1"";""ATE2"";1;5;;"
"86;""E3D"";""TE9"";""CV1"";""ATE2"";3;4;;"
"86;""E3B"";""DI1"";""CV1"";""ADI"";1;5;;"
"86;""E3B"";""DI1"";""CV1"";""ADI"";3;4;;"
"89;""E3B"";""HI8"";""SOC"";""A22"";1;4;;"
"89;""E3B"";""HI8"";""SOC"";""A22"";2;7;;"
"89;""E3B"";""HI8"";""SOC"";""A22"";4;2;;"
"90;""E3B"";""EF3"";""EDF"";""GIM"";3;2;;"
"90;""E3B"";""EF3"";""EDF"";""GIM"";5;5;;"
"92;""E3B"";""TE1"";""TEC"";""A22"";2;1;;"
"270;""E3B"";""FI5"";""CIU"";""A22"";4;1;;"
"96;""E3C"";""FI5"";""CIU"";""A23"";1;3;;"
"97;""E3C"";""HI10"";""SOC"";""A23"";2;8;;"
"97;""E3C"";""HI10"";""SOC"";""A23"";4;1;;"
"97;""E3C"";""HI10"";""SOC"";""A23"";5;1;;"
"97;;;;""A23"";2;8;;"
"97;;;;""A23"";4;1;;"
"97;;;;""A23"";5;1;;"
"99;""E3C"";""EF3"";""EDF"";""GIM"";2;2;;"
"99;""E3C"";""EF3"";""EDF"";""GIM"";4;7;;"
"100;""E3C"";""TE3"";""TEC"";""A23"";4;2;;"
"101;""E3C"";""TE3"";""TEC"";""ATE2"";2;4;;"
"101;""E3C"";""TE3"";""TEC"";""ATE2"";3;5;;"
"101;""E3D"";""FQ3"";""EXP"";""A24"";2;4;;"
"101;""E3D"";""FQ3"";""EXP"";""A24"";3;5;;"
"101;""E3C"";""CN8"";""EXP"";""LBI"";2;4;;"
"101;""E3C"";""CN8"";""EXP"";""LBI"";3;5;;"
"101;""E3C"";""D3C"";""EXP"";""LFI"";2;4;;"
"101;""E3C"";""D3C"";""EXP"";""LFI"";3;5;;"
"101;""E3C"";""D3inC"";;""AING"";2;4;;"
"101;""E3C"";""D3inC"";;""AING"";3;5;;"
"103;""E3D"";""TE1"";""TEC"";""ATE2"";1;1;;"
"103;""E3D"";""TE1"";""TEC"";""ATE2"";5;5;;"
"103;""E3C"";""CN8"";""EXP"";""A23"";1;1;;"
"103;""E3C"";""CN8"";""EXP"";""A23"";5;5;;"
"103;""E3D"";""D3D"";""EXP"";""LGE"";1;1;;"
"103;""E3D"";""D3D"";""EXP"";""LBI"";5;5;;"
"103;""E3D"";""FQ3"";""EXP"";""LFI"";1;1;;"
"103;""E3D"";""FQ3"";""EXP"";""LFI"";5;5;;"
"103;""E3D"";""D3inD"";;""AING"";1;1;;"
"103;""E3D"";""D3inD"";;""AING"";5;5;;"
"314;""E4C"";""CA4"";""CAT"";""A07"";2;4;;"
"314;""E4C"";""CA4"";""CAT"";""A07"";3;2;;"
"314;""E4C"";""CA4"";""CAT"";""A07"";5;5;;"
"281;""E4C"";""ES7"";""ESP"";""A07"";2;1;;"
"281;""E4C"";""ES7"";""ESP"";""A07"";3;5;;"
"281;""E4C"";""ES7"";""ESP"";""A07"";5;1;;"
"104;""E4A"";""AN4"";""tut4t"";""A01"";1;6;;"
"104;""E4C"";""HI1"";""tut4t"";""A07"";1;6;;"
"104;""E4D"";""CA4"";""tut4t"";""A08"";1;6;;"
"104;""E4B"";""ES7"";""tut4t"";""A05"";1;6;;"
"107;""E4A"";""MA4"";""MAT"";""A01"";1;5;;"
"107;""E4A"";""MA4"";""MAT"";""A01"";2;5;;"
"107;""E4A"";""MA4"";""MAT"";""A01"";4;4;;"
"107;""E4A"";""MA4"";""MAT"";""A01"";5;3;;"
"108;""E4A"";""HI1"";""SOC"";""A01"";2;3;;"
"108;""E4A"";""HI1"";""SOC"";""A01"";4;8;;"
"108;""E4A"";""HI1"";""SOC"";""A01"";5;1;;"
"109;""E4A"";""EF1"";""EDF"";""PIS1"";1;3;;"
"109;""E4A"";""EF1"";""EDF"";""PIS1"";4;3;;"
"278;""E4A"";""PS1"";""ESP"";""A01"";1;1;;"
"278;""E4A"";""PS1"";""ESP"";""A01"";2;1;;"
"278;""E4A"";""PS1"";""ESP"";""A01"";4;5;;"
"122;""E4B"";""MA4"";""MAT"";""A05"";1;4;;"
"122;""E4B"";""MA4"";""MAT"";""A05"";2;8;;"
"122;""E4B"";""MA4"";""MAT"";""A05"";3;5;;"
"122;""E4B"";""MA4"";""MAT"";""A05"";4;2;;"
"123;""E4B"";""HI1"";""SOC"";""A05"";2;1;;"
"123;""E4B"";""HI1"";""SOC"";""A05"";4;1;;"
"123;""E4B"";""HI1"";""SOC"";""A05"";5;2;;"
"124;""E4B"";""EF1"";""EDF"";""PIS1"";3;2;;"
"124;""E4B"";""EF1"";""EDF"";""GIM"";5;1;;"
"125;""E4B"";""AN4"";""ANG"";""A05"";1;1;;"
"125;""E4B"";""AN4"";""ANG"";""A05"";2;7;;"
"131;""E4A"";""AN4"";""ANG"";""A01"";2;4;;"
"131;""E4A"";""AN4"";""ANG"";""A01"";3;1;;"
"134;""E4A"";""FR3"";""LT"";""A01"";2;2;;"
"134;""E4A"";""FR3"";""LT"";""A01"";3;6;;"
"134;""E4A"";""FR3"";""LT"";""A01"";5;5;;"
"139;""E4C"";""HI1"";""SOC"";""A07"";1;4;;"
"139;""E4C"";""HI1"";""SOC"";""A07"";3;3;;"
"139;""E4C"";""HI1"";""SOC"";""A07"";4;2;;"
"140;""E4C"";""EF1"";""EDF"";""PIS1"";2;5;;"
"140;""E4C"";""EF1"";""EDF"";""GIM"";5;2;;"
"142;""E4C"";""AN5"";""ANG"";""A07"";2;7;;"
"142;""E4C"";""AN5"";""ANG"";""A07"";4;1;;"
"159;""B1A"";""FI5"";""TUT1BTX"";""A26"";2;6;;"
"159;""B1B"";""CA8"";""TUT1BTX"";""A28"";2;6;;"
"171;""B1A"";""MA4"";""BLOC1"";""A26"";1;6;;"
"171;""B1A"";""MA4"";""BLOC1"";""A26"";3;1;;"
"171;""B1A"";""MA4"";""BLOC1"";""A26"";4;3;;"
"171;""B1A"";""MA4"";""BLOC1"";""A26"";5;1;;"
"171;""B1B"";""CL1"";""BLOC1"";""SCL"";1;6;;"
"171;""B1B"";""CL1"";""BLOC1"";""SCL"";3;1;;"
"171;""B1B"";""CL1"";""BLOC1"";""SCL"";4;3;;"
"171;""B1B"";""CL1"";""BLOC1"";""SCL"";5;1;;"
"171;""B1B"";""MA1"";""BLOC1"";""A28"";1;6;;"
"171;""B1B"";""MA1"";""BLOC1"";""A28"";3;1;;"
"171;""B1B"";""MA1"";""BLOC1"";""A28"";4;3;;"
"171;""B1B"";""MA1"";""BLOC1"";""A28"";5;1;;"
"232;""B1A"";""ES2"";""BLOC4"";""A26"";1;3;;"
"232;""B1A"";""ES2"";""BLOC4"";""A26"";2;3;;"
"232;""B1A"";""ES2"";""BLOC4"";""A26"";3;3;;"
"232;""B1A"";""ES2"";""BLOC4"";""A26"";5;4;;"
"232;""B1B"";""DI1"";""BLOC4"";""ADI"";1;3;;"
"232;""B1B"";""DI1"";""BLOC4"";""ADI"";2;3;;"
"232;""B1B"";""DI1"";""BLOC4"";""ADI"";3;3;;"
"232;""B1B"";""DI1"";""BLOC4"";""ADI"";5;4;;"
"232;""B1B"";""EC1"";""BLOC4"";""A28"";1;3;;"
"232;""B1B"";""EC1"";""BLOC4"";""A28"";2;3;;"
"232;""B1B"";""EC1"";""BLOC4"";""A28"";3;3;;"
"232;""B1B"";""EC1"";""BLOC4"";""A28"";5;4;;"
"232;""B1A"";""FQ3"";""BLOC4"";""LGE"";1;3;;"
"232;""B1A"";""FQ3"";""BLOC4"";""A08"";2;3;;"
"232;""B1A"";""FQ3"";""BLOC4"";""LGE"";3;3;;"
"232;""B1A"";""FQ3"";""BLOC4"";""LGE"";5;4;;"
"232;""B1A"";""FR3"";""BLOC4"";""AFR"";1;3;;"
"232;""B1A"";""FR3"";""BLOC4"";""AFR"";2;3;;"
"232;""B1A"";""FR3"";""BLOC4"";""AFR"";3;3;;"
"232;""B1A"";""FR3"";""BLOC4"";""AFR"";5;4;;"
"231;""B1A"";""CN6"";""BLOC3"";""A26"";2;1;;"
"231;""B1A"";""CN6"";""BLOC3"";""A26"";3;2;;"
"231;""B1A"";""CN6"";""BLOC3"";""A26"";4;5;;"
"231;""B1A"";""CN6"";""BLOC3"";""A26"";5;5;;"
"231;""B1B"";""HI8"";""BLOC3"";""A28"";2;1;;"
"231;""B1B"";""HI8"";""BLOC3"";""A28"";3;2;;"
"231;""B1B"";""HI8"";""BLOC3"";""A28"";4;5;;"
"231;""B1B"";""HI8"";""BLOC3"";""A28"";5;5;;"
"231;""B1A"";""TE3"";""BLOC3"";""ATE2"";2;1;;"
"231;""B1A"";""TE3"";""BLOC3"";""ATE2"";3;2;;"
"231;""B1A"";""TE3"";""BLOC3"";""ATE2"";4;5;;"
"231;""B1A"";""TE3"";""BLOC3"";""ATE1"";5;5;;"
"230;""B1B"";""EC1"";""BLOC2"";""A28"";1;4;;"
"230;""B1B"";""EC1"";""BLOC2"";""A28"";2;5;;"
"230;""B1B"";""EC1"";""BLOC2"";""A28"";4;2;;"
"230;""B1B"";""EC1"";""BLOC2"";""A28"";5;6;;"
"230;""B1B"";""CL3"";""BLOC2"";""A17"";1;4;;"
"230;""B1B"";""CL3"";""BLOC2"";""A21"";2;5;;"
"230;""B1B"";""CL3"";""BLOC2"";""A17"";4;2;;"
"230;""B1B"";""CL3"";""BLOC2"";""A21"";5;6;;"
"230;""B1A"";""FQ3"";""BLOC2"";""A26"";1;4;;"
"230;""B1A"";""FQ3"";""BLOC2"";""A26"";2;5;;"
"230;""B1A"";""FQ3"";""BLOC2"";""A26"";4;2;;"
"230;""B1A"";""FQ3"";""BLOC2"";""A26"";5;6;;"
"230;""B1A"";""CN7"";""BLOC2"";""LGE"";1;4;;"
"230;""B1A"";""CN7"";""BLOC2"";""LGE"";2;5;;"
"230;""B1A"";""CN7"";""BLOC2"";""LGE"";4;2;;"
"230;""B1A"";""CN7"";""BLOC2"";""LGE"";5;6;;"
"160;""B1A"";""CA8"";""CAT"";""A26"";2;4;;"
"160;""B1A"";""CA8"";""CAT"";""A26"";4;1;;"
"161;""B1A"";""ES7"";""ESP"";""A26"";1;1;;"
"161;""B1A"";""ES7"";""ESP"";""A26"";3;4;;"
"162;""B1A"";""FI5"";""FIL"";""A26"";1;5;;"
"162;""B1A"";""FI5"";""FIL"";""A26"";4;6;;"
"163;""B1A"";""AN7"";""ANG"";""A26"";2;2;;"
"163;""B1A"";""AN7"";""ANG"";""A26"";3;5;;"
"164;""B1A"";""EF3"";""EDF"";""GIM"";1;2;;"
"164;""B1A"";""EF3"";""EDF"";""GIM"";5;3;;"
"174;""B1B"";""ES7"";""ESP"";""A28"";3;6;;"
"174;""B1B"";""ES7"";""ESP"";""A28"";5;2;;"
"175;""B1B"";""FI5"";""FIL"";""A28"";1;2;;"
"175;""B1B"";""FI5"";""FIL"";""A28"";3;5;;"
"176;""B1B"";""AN7"";""ANG"";""A28"";1;1;;"
"176;""B1B"";""AN7"";""ANG"";""A28"";4;6;;"
"177;""B1B"";""EF3"";""EDF"";""GIM"";1;5;;"
"177;""B1B"";""EF3"";""EDF"";""GIM"";4;4;;"
"185;""B2A"";""CA11"";""CAT"";""A25"";5;6;;"
"185;""B2A"";""CA11"";""CATB"";;5;6;;"
"613;""B2A"";""CA11"";""CATB"";""A25"";3;1;;"
"613;""B2A"";""ES2"";""ESPB"";""A06"";3;1;;"
"612;""B2A"";""CA11"";""CAT"";""A25"";2;6;;"
"612;""B2A"";""ES2"";""ESP"";""A24"";2;6;;"
"186;""B2A"";""ES2"";""ESP"";""A25"";5;1;;"
"186;""B2A"";""ES2"";""ESPB"";;5;1;;"
"188;""B2A"";""AN3"";""ANG"";""A25"";1;1;;"
"188;""B2A"";""AN3"";""ANG"";""A25"";3;3;;"
"189;""B2A"";""MA3"";""BLOC1"";""A25"";1;5;;"
"189;""B2A"";""MA3"";""BLOC1"";""A25"";3;6;;"
"189;""B2A"";""MA3"";""BLOC1"";""A25"";4;1;;"
"189;""B2A"";""MA3"";""BLOC1"";""A25"";5;4;;"
"189;""B2B"";""CL1"";""BLOC1"";""SCL"";1;5;;"
"189;""B2B"";""CL1"";""BLOC1"";""SCL"";3;6;;"
"189;""B2B"";""CL1"";""BLOC1"";""SCL"";4;1;;"
"189;""B2B"";""CL1"";""BLOC1"";""SCL"";5;4;;"
"189;""B2B"";""MA2"";""BLOC1"";""A27"";1;5;;"
"189;""B2B"";""MA2"";""BLOC1"";""A27"";3;6;;"
"189;""B2B"";""MA2"";""BLOC1"";""A27"";4;1;;"
"189;""B2B"";""MA2"";""BLOC1"";""A27"";5;4;;"
"191;""B2A"";""FQ4"";""BLOC2"";""A25"";1;2;;"
"191;""B2A"";""FQ4"";""BLOC2"";""A25"";3;2;;"
"191;""B2A"";""FQ4"";""BLOC2"";""A25"";4;4;;"
"191;""B2A"";""FQ4"";""BLOC2"";""A25"";5;5;;"
"191;""B2B"";""EC1"";""BLOC2"";""A27"";1;2;;"
"191;""B2B"";""EC1"";""BLOC2"";""A27"";3;2;;"
"191;""B2B"";""EC1"";""BLOC2"";""A27"";4;4;;"
"191;""B2B"";""EC1"";""BLOC2"";""A27"";5;5;;"
"191;""B2B"";""CL3"";""BLOC2"";""A26"";1;2;;"
"191;""B2B"";""CL3"";""BLOC2"";""A17"";3;2;;"
"191;""B2B"";""CL3"";""BLOC2"";""A28"";4;4;;"
"191;""B2B"";""CL3"";""BLOC2"";""SCL"";5;5;;"
"193;""B2A"";""CN6"";""BLOC3"";""LBI"";1;3;;"
"193;""B2A"";""CN6"";""BLOC3"";""LGE"";2;4;;"
"193;""B2A"";""CN6"";""BLOC3"";""LGE"";3;5;;"
"193;""B2A"";""CN6"";""BLOC3"";""LGE"";5;3;;"
"193;""B2A"";""TE9"";""BLOC3"";""ATE2"";1;3;;"
